横断	おうだん	Traversée, croisement			<span class="kanji">横断<span class="furigana">おうだん</span></span>			
断念	だんねん	Abandon, renoncement			<span class="kanji">断念<span class="furigana">だんねん</span></span>			
継ぐ	つぐ	Suivre, succéder, héritage			<span class="kanji">継<span class="furigana">つ</span></span>ぐ			
後継	こうけい	Succession			<span class="kanji">後継<span class="furigana">こうけい</span></span>			
継承	けいしょう	Succession, héritage			<span class="kanji">継承<span class="furigana">けいしょう</span></span>			
継続	けいぞく	Continuation, continuité			<span class="kanji">継続<span class="furigana">けいぞく</span></span>			
中継	ちゅうけい	Retransmission, relais (télé, radio)			<span class="kanji">中継<span class="furigana">ちゅうけい</span></span>			
受け継ぐ	うけつぐ	Hériter, succéder			<span class="kanji">受<span class="furigana">う</span></span>け<span class="kanji">継<span class="furigana">つ</span></span>ぐ			
判決	はんけつ	Décision juridique, sentence, verdict			<span class="kanji">判決<span class="furigana">はんけつ</span></span>			
判明	はんめい	Devenir clair, s'éclaircir, se révéler			<span class="kanji">判明<span class="furigana">はんめい</span></span>			
判事	はんじ	Juge			<span class="kanji">判事<span class="furigana">はんじ</span></span>			
判断	はんだん	Jugement, distinction			<span class="kanji">判断<span class="furigana">はんだん</span></span>			
判断力	はんだんりょく	Faculté de jugement, pouvoir de distinction			<span class="kanji">判断力<span class="furigana">はんだんりょく</span></span>			
伴う	ともなう	Emmener, accompagner; impliquer, être accompagné			<span class="kanji">伴<span class="furigana">ともな</span></span>う			
同伴	どうはん	Accompagnement			<span class="kanji">同伴<span class="furigana">どうはん</span></span>			
相伴う	あいともなう	Accompagner			<span class="kanji">相伴<span class="furigana">あいともな</span></span>う			
評論	ひょうろん	Critique, commentaire, recension			<span class="kanji">評論<span class="furigana">ひょうろん</span></span>			
論評	ろんぴょう	Critique, compte-rendu			<span class="kanji">論評<span class="furigana">ろんぴょう</span></span>			
評価	ひょうか	Estimation, évaluation, appréciation			<span class="kanji">評価<span class="furigana">ひょうか</span></span>			
評判	ひょうばん	Renommée, popularité; rumeur			<span class="kanji">評判<span class="furigana">ひょうばん</span></span>			
書評	しょひょう	Compte-rendu / critique d'un livre, recension			<span class="kanji">書評<span class="furigana">しょひょう</span></span>			
批判	ひはん	Critique, jugement			<span class="kanji">批判<span class="furigana">ひはん</span></span>			
批判的	ひはんてき	(De façon) critique			<span class="kanji">批判的<span class="furigana">ひはんてき</span></span>			
批評	ひひょう	Critique, commentaire, recension			<span class="kanji">批評<span class="furigana">ひひょう</span></span>			
批評眼	ひひょうがん	Regard / oeil critique			<span class="kanji">批評眼<span class="furigana">ひひょうがん</span></span>			
文芸批評	ぶんげいひひょう	Critique littéraire			<span class="kanji">文芸批評<span class="furigana">ぶんげいひひょう</span></span>			
諧謔	かいぎゃく	Plaisanterie, humour			<span class="kanji">諧謔<span class="furigana">かいぎゃく</span></span>			
諧謔的	かいぎゃくてき	Plaisant, humoristique, drôle			<span class="kanji">諧謔的<span class="furigana">かいぎゃくてき</span></span>			
弐	に	Deux (dans des documents)			<span class="kanji">弐<span class="furigana">に</span></span>			
弐万円	にまんえん	Vingt mille yens			<span class="kanji">弐万円<span class="furigana">にまんえん</span></span>			
武器	ぶき	Armes			<span class="kanji">武器<span class="furigana">ぶき</span></span>			
武力	ぶりょく	Force armée / militaire			<span class="kanji">武力<span class="furigana">ぶりょく</span></span>			
武道	ぶどう	Arts militaires / martiaux			<span class="kanji">武道<span class="furigana">ぶどう</span></span>			
武士	ぶし	Samurai, guerrier			<span class="kanji">武士<span class="furigana">ぶし</span></span>			
武者	むしゃ	Guerrier			<span class="kanji">武者<span class="furigana">むしゃ</span></span>			
拭く	ふく	Effacer, essuyer			<span class="kanji">拭<span class="furigana">ふ</span></span>く			
拭う	ぬぐう	Effacer, essuyer			<span class="kanji">拭<span class="furigana">ぬぐ</span></span>う			
払拭	ふっしょく	Balayer, éliminer, exterminer			<span class="kanji">払拭<span class="furigana">ふっしょく</span></span>			
拭浄	しょくじょう	Nettoyer, essuyer			<span class="kanji">拭浄<span class="furigana">しょくじょう</span></span>			
拭き込む	ふきこむ	Polir, frotter jusqu'à ce que cela brille			<span class="kanji">拭<span class="furigana">ふ</span></span>き<span class="kanji">込<span class="furigana">こ</span></span>む			
拭き掃除	ふきそうじ	Nettoyer, frotter, épousseter			<span class="kanji">拭<span class="furigana">ふ</span></span>き<span class="kanji">掃除<span class="furigana">そうじ</span></span>			
憂える	うれえる	Être soucieux / inquiet, se faire du souci			<span class="kanji">憂<span class="furigana">うれ</span></span>える			
憂い	うれい	Anxiété, souci, inquiétude			<span class="kanji">憂<span class="furigana">うれ</span></span>い			
憂え	うれえ	Anxiété, souci, inquiétude			<span class="kanji">憂<span class="furigana">うれ</span></span>え			
憂い	うい	Triste, malheureux			<span class="kanji">憂<span class="furigana">う</span></span>い			
物憂い	ものうい	Mélancolique, alangui, apathique			<span class="kanji">物憂<span class="furigana">ものう</span></span>い			
憂き目	うきめ	Amertume, chagrin, détresse			<span class="kanji">憂<span class="furigana">う</span></span>き<span class="kanji">目<span class="furigana">め</span></span>			
憂い顔	うれいがお	Mine désolée, visage soucieux			<span class="kanji">憂<span class="furigana">うれ</span></span>い<span class="kanji">顔<span class="furigana">がお</span></span>			
憂さ晴らし	うさばらし	Dissiper la mélancolie, distraction, diversion			<span class="kanji">憂<span class="furigana">う</span></span>さ<span class="kanji">晴<span class="furigana">ば</span></span>らし			
優れる	すぐれる	Exceller, surpasser			<span class="kanji">優<span class="furigana">すぐ</span></span>れる			
優しい	やさしい	Tendre, gentil, doux, affectueux			<span class="kanji">優<span class="furigana">やさ</span></span>しい			
優勢	ゆうせい	Prédominance, supériorité			<span class="kanji">優勢<span class="furigana">ゆうせい</span></span>			
優勝	ゆうしょう	Victoire, triomphe			<span class="kanji">優勝<span class="furigana">ゆうしょう</span></span>			
優先	ゆうせん	Avoir priorité, prévaloir			<span class="kanji">優先<span class="furigana">ゆうせん</span></span>			
女優	じょゆう	Actrice			<span class="kanji">女優<span class="furigana">じょゆう</span></span>			
悲しい	かなしい	Triste			<span class="kanji">悲<span class="furigana">かな</span></span>しい			
悲しむ	かなしむ	Regretter, déplorer, éprouver de la tristesse			<span class="kanji">悲<span class="furigana">かな</span></span>しむ			
悲劇	ひげき	Tragédie		5	<span class="kanji">悲劇<span class="furigana">ひげき</span></span>			
悲恋	ひれん	Amour malheureux / déçu			<span class="kanji">悲恋<span class="furigana">ひれん</span></span>			
悲鳴	ひめい	Cri (douleur, angoisse), hurlement			<span class="kanji">悲鳴<span class="furigana">ひめい</span></span>			
悲観	ひかん	Pessimisme			<span class="kanji">悲観<span class="furigana">ひかん</span></span>			
俳優	はいゆう	Comédien, acteur			<span class="kanji">俳優<span class="furigana">はいゆう</span></span>			
俳句	はいく	Haïku, (poème de 17 syllabes)			<span class="kanji">俳句<span class="furigana">はいく</span></span>			
俳諧	はいかい	Plaisanterie; haïkai, haïku			<span class="kanji">俳諧<span class="furigana">はいかい</span></span>			
俳人	はいじん	Poète de haïku			<span class="kanji">俳人<span class="furigana">はいじん</span></span>			
排気ガス	はいきがす	Gaz d'échappement			<span class="kanji">排気<span class="furigana">はいき</span></span>がす			
排液	はいえき	Drainage (en chirurgie)			<span class="kanji">排液<span class="furigana">はいえき</span></span>			
排撃	はいげき	Rejeter, dénoncer			<span class="kanji">排撃<span class="furigana">はいげき</span></span>			
排日	はいにち	Anti-japonais			<span class="kanji">排日<span class="furigana">はいにち</span></span>			
排他的	はいたてき	Exclusif, sectaire			<span class="kanji">排他的<span class="furigana">はいたてき</span></span>			
先輩	せんぱい	Ancien, aîné, (école / travail)			<span class="kanji">先輩<span class="furigana">せんぱい</span></span>			
後輩	こうはい	Plus jeune que soi, cadet			<span class="kanji">後輩<span class="furigana">こうはい</span></span>			
年輩	ねんぱい	Âge, âgé, ancien			<span class="kanji">年輩<span class="furigana">ねんぱい</span></span>			
同年輩の人	どうねんぱいのひと	Quelqu'un du même âge			<span class="kanji">同年輩<span class="furigana">どうねんぱい</span></span>の<span class="kanji">人<span class="furigana">ひと</span></span>			
輩出	はいしゅつ	Paraître en grand nombre (grands hommes)			<span class="kanji">輩出<span class="furigana">はいしゅつ</span></span>			
道徳	どうとく	Morale, moralité			<span class="kanji">道徳<span class="furigana">どうとく</span></span>			
公徳	こうとく	Morale publique			<span class="kanji">公徳<span class="furigana">こうとく</span></span>			
人徳	じんとく、にんとく	Vertu naturelle / personnelle			<span class="kanji">人徳<span class="furigana">じんとく</span></span>			
不徳	ふとく	Manque de vertu, immoralité, vice			<span class="kanji">不徳<span class="furigana">ふとく</span></span>			
徳川	とくがわ	Tokugawa (nom propre)			<span class="kanji">徳川<span class="furigana">とくがわ</span></span>			
